name,measurement_unit,weight_per_unit,protein_per_100g,calories_per_100g,fat_per_100g,carbohydrates_per_100g,alcohol_percentage
geitenkaas italiaanse kruiden,g,,23,364,30,0.9,0
supreme 100% vegan protein,g,,79,388,5.7,4,0
visgourmetschotel,g,,17,153,9.1,0.7,0
pepercevelaat,g,,18,353,31,0.5,0
pinda rotsjes melk,g,,15.5,564,38.4,36.3,0
vegan vanilla drinkmaaltijd,g,,5.5,100,5.5,5.8,0
maaltijd salade kip,g,,5.7,137,8.1,9.4,0
spektakel stuk,g,,18,257,19,3.2,0
mini varkensfiletlapjes,g,,16.4,143,8,1.1,0
mini varkenshaas,g,,21.2,143,6.4,0.2,0
rode wijn azijn framboos,g,,0,20,0,5,0
gesneden galiameloen,g,,0.8,38,0.2,7.9,0
zoet,g,,7.6,334,0.2,76,0
varkens filet rollade,g,,20,130,4.6,1.8,0
mild gekruide varkenshaas,g,,18.9,91,1.4,0.8,0
clear whey - blue lagoon,g,,84,344,0.1,0.4,0
gerookte visschotel,g,,20.8,269,20.5,0.1,0
kaas koekjes mix,g,,11.2,543,34.2,46.5,0
tokyo style nuts,g,,19.6,546,37.8,28.6,0
mango stukjes diepvries,g,,0.5,56,0.3,12,0
goudse jong belegen 30+,g,,30,289,18,2.4,0
speculoosvlecht,g,,4.6,444,29.5,39.4,0
noord-hollandse gouda 48+,g,,23.8,374,30.5,0,0
slagerslachtham,g,,20,131,5,2,0
goudakaas 30+,g,,28,280,17.6,0,0
mokkaschnitte,g,,4,324.3,19.7,32.6,0
pangius filet citroen knoflook,g,,15,119,6.2,0.8,0
galvanina cola,g,,0,32,0,8,0
party mallows,g,,4.7,323,0.5,76,0
zeeuwse bolus,g,,5.5,296,2.2,62,0
whey perfectiin peach mango flavour,g,,78,367,3.3,5.8,0
proteome kwark,g,,12.2,67.2,0.4,3.5,0
smart protein white chocolate flavour,g,,62,302,1,5.6,0
pizza krokante hawaii,g,,9.8,227,8.8,26,0
kaas pompoen broodjes bio,g,,12.6,307,9.1,42.2,0
kerst vormbroodjes,g,,10,247,2.8,43,0
limburgse boterhamworst,g,,13,320,28,4,0
biologische magere melk,g,,3.5,33,0.1,4.6,0
menthol pastilles,g,,0,388,0,97,0
steak tartaar pakket,g,,13.7,155,10,2.3,0
kiphaasjes gegaard,g,,19.8,126,1.6,7.9,0
bio cashew,g,,18.2,582,43.9,26.9,0
ah roomboter picolientje,g,,6.9,451,23,52,0
gevulde pepers,g,,1.8,424,42.5,7.8,0
peach sap,g,,0.4,53,0.5,12,0
pikante satesaus,g,,9.5,268,15.9,20,0
extra krokant friet,g,,3.2,143,3.7,23,0
szerencsi,g,,6.6,553,39,43,0
japanse stijl sushi samurai,g,,7.3,195,8,22.5,0
cream cheese with chili,g,,3.1,265,20.3,17.7,0
maishoortjes,g,,5.8,518,30.9,52.6,0
mini kerst gebakjes,g,,3.8,365,22.4,37.2,0
hulst blaadjes,g,,6.2,540,31,59,0
smoothiemix mango,g,,1.5,67,0.6,12.2,0
appelbeignet,g,,2.3,320,20,32.5,0
desem bereid spelt stokbrood,g,,10.3,294,6.2,47.2,0
breekbrood kruidenboter,g,,8.6,290,9.9,40,0
mini naturel croutons,g,,12,394.1,4.9,72,0
ongezouten studentenhaver,g,,17,544,38,30,0
salty caramel chocolate,g,,8.1,573,39.1,44.5,0
mini biefstuk knoflook tuinkruiden,g,,21,171.8,9.3,1.1,0
volkoren mienestjes,g,,13.5,336,2,62,0
egg truffle salad,g,,8.2,315,30,3.3,0
ぷくぷくたい　いちご,g,,3.6,534,29.4,63,0
chocolade broodje,g,,10.3,306,5.6,51.9,0
bruin tarwebrood,g,,8,240,1.2,46,0
sito gold,g,,8.4,171,7.5,16,0
deluxe appel beignets gelukkig nieuwjaar! ambachte,g,,2.6,362,25.6,29.9,0
keto cookie,g,,7.6,466,35,13.2,0
scharrel kipreepjes gegaard gekruid,g,,21,109,1.7,2.6,0
bistro rauwkost,g,,1.4,27,0.1,3.7,0
potato salad,g,,1.8,181,12.3,14.9,0
sweet peppers,g,,3.8,186,12.4,13.3,0
oven & airfryer mega mix kipkrokant,g,,9,254,13.8,22.8,0
cocktailnoten,g,,13.7,528,32.7,42.3,0
chia chocolade pudding,g,,15,395.5,20.5,32.8,0
pompoen kip salade,g,,6.8,291,25,9.3,0
met desem bereid wit,g,,8.2,251,1,50.8,0
flageolet bonen,g,,5.2,85,0.5,12,0
kaas pesto dip,g,,8.5,548,55.7,2.9,0
kikker&amp;lupine,g,,12.8,154,2.9,14.7,0
ah van der poel huismix noten,g,,19.4,534,37,27.2,0
gevulde oliebollen pistache,g,,6.2,296,16,31,0
schnitzel hongaarse stijl,g,,19.1,158,3,13.2,0
mager gehakt jumbo,g,,17.6,197,14.1,0,0
erwten drink,g,,3.3,49,2.5,1.9,0
sweet & sour woksaus,g,,1.6,208,0.5,48.9,0
reuze rozijnen bollen dirk,g,,9,279,2.1,53,0
krieltjes met schil gekruid,g,,1.4,129,6.8,14.6,0
pasta pesto salade,g,,6.5,214,14,16,0
magnesium drops,ml,,0,0,0,0,0
protein scoop,g,,76.7,376.7,5.3,4.7,0
zanddeegkoekjes,g,,4.3,535,29.3,62.8,0
boerengrillham,g,,19.5,111,3,0.9,0
mexicaanse möpkes,g,,4.6,392,4,82.1,0
maïswafel paprika,g,,7.8,413,8.4,75,0
jumbo rode vruchten,g,,0.7,107,0.2,24,0
yakitori spiesjes,g,,13,186,8.9,13,0
quaxi,g,,5.8,348,0.4,80,0
pannnenkoek,g,,7,166,2,29.5,0
rijkgevulde amandel stol,g,,8.7,344,10.2,52,0
hapt qweono lekker weg dikke rijstwafels met zeezo,g,,7.8,392,3.2,81.3,0
plakjes gehaktbal,g,,12,231,17,7,0
dattel kokos,g,,2.2,312,4.3,62,0
hutspot dirk,g,,1.4,108,5.7,11.3,0
halve pærer på dåse,g,,0,60,0,14,0
gevulde kipfilet,g,,15.9,147,7.2,3.7,0
lichtmeerzaden vloerbrood,g,,11.4,273,4.2,44.6,0
gezouten zes noten mix,g,,17,667,60,12,0
sambal garlic,g,,1.6,245,0.3,58.4,0
pittige 48+ kaas geraspt,g,,26,400,32,2.4,0
"boeren schouderham ,t slagershuys",g,,18,115,3.7,2.5,0
orangefit vegan protein powder - vanilla,g,,80.7,380,7,4.1,0
kersthagel,g,,5.2,451,17,66,0
puur hazelnoot crunch,g,,5.9,539,34,47,0
moelleux karamel,g,,4.4,391,20,48,0
ananas meloen mango passievrucht,g,,0.6,46,0,10.6,0
vers geperste smoothie mango & passievrucht,g,,0.8,64,0.2,14.2,0
pure whey chocolade,g,,71.3,377,6.9,5.8,0
kerststerbroodjes,g,,10.2,252,1.9,46.6,0
witte pistoletjes,g,,8.7,264,1,53.7,0
ovengebakken scharrelkipfilet,g,,21,133,4.9,1.3,0
mini hoorntjes,g,,9.5,290.5,18.1,21.9,0
gerookte makreel,g,,17,266,22,0,0
roquefort bob 52+,g,,21,372,32,0,0
garnalen met kruidenbotersmaak,g,,13.6,191,15,0.3,0
katenspek biologisch,g,,16,322,28,1.6,0
yellow mustard,g,,5.4,118,5,9.3,0
zelf rijzend bakmeel,g,,12,350,1.5,71,0
fruit à porter,g,,0.5,50,0,11,0
stroopwaffle,g,,3.6,459.0,21.0,63.1,0
boemboe gharma,g,,3.7,310,18.5,30.1,0
ierse peper rosbief,g,,22.7,125,3.4,0.7,0
oven kaassoufflés,g,,7.1,355.7,22.4,30.3,0
siciliaanse kip met kruidenrijst,g,,6.3,146.4,8.2,11.4,0
kenia sweet chili,g,,0.4,160,0.1,38.1,0
roomboter amandelkoeken,g,,6.5,498,24.8,60.7,0
fromaté  chocolat,g,,4.1,164,7.3,20,0
slurpfruit,g,,0.5,49,0.1,10,0
truffelsaus,g,,0.4,424,43.7,7.6,0
gamba\&#039;s,g,,12,53,0.6,0,0
ג׳חנון אפוי,g,,5.1,375,19.7,43.7,0
chickenstrips,g,,15,201,8.4,16,0
gemberbier,g,,0,45,0,11.1,0
fit kids brood,g,,13.8,250,3.4,36.1,0
krabsalade,g,,5.3,299,26,9,0
krabkerrie salade,g,,8.1,233.7,16.4,13.8,0
rookworstbroodje,g,,10.4,414,32,20.5,0
bloem &quot;00&quot;,g,,9,339,0.8,73,0
upfront eiwit ijskoffie karamel,g,,73.3,390,6.7,6.3,0
stampot boerenkool (hollandse keuken),g,,4.4,96,4.8,7.7,0
ham preisalade,g,,4.6,344,33.2,5.9,0
hairy bikers spicy stock pot,g,,0.4,3.2,0.4,0.4,0
body&fit natural peanut butter,g,,24,566,48,9.8,0
oven gebakken kipfilet,g,,20,114,1.8,3.9,0
bio spinazie,g,,2.4,27,0.4,1.6,0
clear whey blue raspberry,g,,83.1,354,1.4,1.8,0
oosterse wraps,g,,5.3,255.5,5.1,45,0
stoofpeertjes vla,g,,2.3,101,2.6,17,0
pre pro groene appel,g,,2.5,93.8,2.5,16.2,0
zaanlander jong belegen kaas 35+,g,,26,284,20,0,0
sweet potato culinair,g,,0.5,38.0,0.2,8.5,0
flora zum kochen,g,,1.3,153,15,3,0
luxe multi mix asian,g,,14,538,34,42,0
"jachtschotel met appel, rode kool en aardappelpuree",g,,3.6,93,4.1,9.9,0
high protein powder salted caramel flavour,g,,47.8,392,8.9,28,0
caramelized onion dip,g,,3.3,366.7,33.3,10,0
ijshoorntjes vanillesmaak,g,,3.5,281,12.4,38.4,0
disco dip,g,,0,392,0.3,97,0
rice papet,g,,2,350,0,80,0
leucine,g,,100,400,0,0,0
chocolade croissants,g,,5.9,355,20,37,0
knols koek,g,,6.4,345,9.3,59.5,0
zoetebroodjes mix,g,,6.1,343,19,36,0
curry sauce,g,,0.6,104,0.5,23.6,0
pompoen wortel soep,g,,0.6,23,1,2.3,0
kulen ravni vp,g,,27,409,33,1,0
blondie lavendel karamel,g,,3.1,443,21,60,0
extra vierge olijfolie picnic,g,,0,822,91,0,0
mexicaanse maaltijdsoep kip,g,,5.3,84.5,3.4,7.3,0
gerookte kipfilet picnic,g,,16,160,9.4,2.9,0
gelderse rookworsr,g,,16,318,27,2.7,0
chocoladesoesjes,g,,5.7,427.9,32.0,28.0,0
procurerlapjes,g,,15.6,212,16.3,0.6,0
energy oat barr coconu,g,,12,368,7,63,0
perssinaasappelen,g,,0.8,48,1,7.9,0
crispy maïs - sous vide,g,,2.7,73,1.4,11,0
harissa rozen,g,,2,129,8.3,14.6,0
ingevroren aardbeien,g,,1.1,38,0.5,5.8,0
hazelnut cappuccino,g,,7.4,395,6.9,75,0
bakmix hartige taart,g,,8.1,146,7.6,11,0
high protein powder very berry flavour,g,,45.7,390,8.7,28.3,0
der lende slagers kwaliteit fil vleeswaren baconre,g,,18,181,12,0.2,0
carbonarasaus,g,,0.9,57,3.6,5.2,0
vriesvers spinazie grof gesneden,g,,2.3,24,0.4,1.7,0
3 kleuren soepbolletjes,g,,8,545,33,52,0
kipsnitchel,g,,11.4,275,16.6,19.6,0
gewassen bonte slamelange,g,,1.3,22,0.2,2.7,0
korenlanders mais vloer weinig vezels,g,,9.1,261,2.4,49.6,0
zonnebloempitten gezouten,g,,27,629,53,10.5,0
salame piacentino d.o.p.,g,,31,385,29,0.5,0
pic bio rozijnen/sultaninen sultanines/raisins,g,,3.1,341,0.5,79,0
alcoholvrije merlot,g,,0,22,0,5,0
scharrelei,g,,12.3,132,9.1,0.2,0
extra belegen kaas bio,g,,27,423,35,0,0
rice chips,g,,8.5,464,16,70,0
muesli reep chocolade en kokos,g,,5.5,478,24,57,0
poffertjes plus,g,,5.4,287,15,32.1,0
confettura extra di ciliegie,g,,0.5,170,0.1,40,0
afbakbroodjes wit,g,,9.2,261,0.9,52.8,0
scharrel kipfilet jalapeno chili,g,,19,102,2.5,0.7,0
zaanlander komijn jong 48+,g,,23,362,30,0,0
uni,g,,2.8,167.7,2,34.7,0
sun snacks ribbel chips paprika,g,,6.1,517,29,55,0
reep kruidkoek,g,,2.8,293.8,0.9,66.5,0
duo haverkoek,g,,5.2,443,20,56,0
maadland leverworst,g,,13,229,18.6,2.9,0
grasboter ongezouten,g,,0.7,753,83,0.9,0
haverrijst,g,,11.7,355,5.6,59.9,0
snoep tomaatjes,g,,0.9,30,0.8,3.9,0
bio voorgebakken meergranenstokbrood,g,,11,269,3.4,46,0
roomboter biscuits crème,g,,4.4,537,30,60,0
bio rode bieten,g,,1.2,30,0.1,4.6,0
koolraap,g,,0.7,30,0.1,5,0
plant chicken strips,g,,22.1,192,9,4.8,0
barbecue minikrieltjes,g,,2,80,0.1,16.8,0
stamppot zuurkool kruiden,g,,7.2,276,3.5,42,0
gevulde pasta tomaat mozarella,g,,8.8,268,11.0,33.0,0
groentemix plus,g,,1.7,29,0.4,3.3,0
kipfiletblokjes grof,g,,24.6,112,1.2,0,0
voorgekookte minikrieltjes,g,,2.2,78,0,16.2,0
verse pizzabodem,g,,7.1,241.9,3.3,45.2,0
snack up couscous tomaat & basilicum,g,,4.2,120,0.8,23,0
slagroom vla,g,,2.6,123,5.6,15.6,0
chili mango kip,g,,4.6,114,1.1,21,0
bouten / chicken leg,g,,18.3,183,11.8,0.7,0
pandan jasmin,g,,6.8,349,0.9,78,0
runderpoilet,g,,22.1,106,2,0,0
maaltijdsoep soto ajam,g,,2.2,71,3.5,7.1,0
spelt bollen,g,,11,272,3.3,46.5,0
crema d'asparagi,g,,4.5,107,1.6,18,0
garnalen cocktail salade,g,,5.9,222,17.8,8.1,0
claer whey isolate,g,,84.4,348,0,4.4,0
verse pizza quattro stagioni,g,,9.1,197,8.9,19.6,0
cola cherry,g,,0,2,0,0.3,0
salt and pepper almonds,g,,20,560,46,22,0
konjac beef,g,,0.6,35,0,6.4,0
roomboter speculaaspiccolo,g,,7.4,420,19.1,53.3,0
ribbel chips paprika,g,,6.1,515,29.2,54.7,0
cabaret maaltijdshake aardbei witte chocolade,g,,24,357,4.3,48,0
ercimex knoflooksaus,g,,1.2,564,60,3.6,0
kipcorn,g,,12,304,19,21,0
smashed avocado,g,,3.7,189,18,1.5,0
saucijs,g,,17.2,278,22.8,0.8,0
wortelsap,g,,0.6,29,0.1,6,0
biologische yogarde geit,g,,4,62,3.5,4.2,0
geitenkaas jong belegen 30+,g,,33,303,19,0,0
spare ribs,g,,18.7,196,11.9,2.8,0
ah goudse kaas extra belegen 48+,g,,25,395,33,0,0
groentesoep plus,g,,2,43,0.3,6.6,0
duck flavour,g,,1.2,75,3.7,9,0
salade tomaat komkommer,g,,2.9,84,6.4,3.2,0
protiplan bar chocolate,g,,30,342,13,25,0
48+ jong belegen kaas,g,,24,375,31,0,0
sauce bechamel,g,,3.7,88,3.7,9.9,0
prei met room,g,,1.6,53,2.4,5.3,0
champignon mushrooms,g,,2.3,18,0.5,0.5,0
zoete aardappelpartjes,g,,2,121,3.3,19.7,0
witte chocolade karamel  zeezout cheesecake,g,,8,518,29,56,0
procureurlapjes,g,,19,196,13,0,0
rode chedder 48+,g,,25,390,32,0,0
hot spinazie shot,g,,1.1,39,1.2,5.5,0
shot gember mango,g,,0.6,51,0.1,11.6,0
hamlappen,g,,22.2,114,2.8,0,0
kip tandoori indiase stijl,g,,5.7,94,1.9,12.6,0
lemon drink,g,,0,19,0,4.5,0
reuze mergpijp,g,,3.7,442,19.8,62.2,0
frytki proste,g,,2.4,152,4.5,24.3,0
rosso selvaggio,g,,4.9,170,1.5,32,0
masdam a gouda,g,,1.5,350,27,2,0
burito mix,g,,11.7,146,6.9,7.4,0
ciabatinas,g,,7.7,265,3,50.7,0
hete rapsam,ml,,0.2,5,0.2,0.5,0
mini pastei bakjes,g,,9,568,38.2,46.1,0
biologische lasagnabladen,g,,11,285,3.2,52,0
roerbak kip curry,g,,10.2,136.5,3.1,15.6,0
hummus ui,g,,4.9,248,18.6,12.3,0
creatine monyhydrate,g,,0,0,0,0,0
aardbei drinkyoghurt,g,,0.9,19,0,3.9,0
smeerkaas met ananas,g,,7.2,301,24,13.9,0
partjes,g,,2.4,81,0.1,16.7,0
rundersaucijs plus,g,,15.1,209,15.7,11,0
kaasstengels roomboter zaden,g,,12,383,28,22,0
raffaello,g,,7.4,627,48.3,38.6,0
whey chocolate,g,,75.6,494.5,7.1,7.7,0
havelzemelen,g,,17,365,7.8,50,0
blueberry lime,g,,82,342,0.1,0.4,0
ribbelbrood  poiesz,g,,11.9,231,1.6,38.8,0
stroopwafels minis brownie smaak,g,,3.5,435,17,66,0
boeren tijger volkoren half,g,,10.5,236,1.5,41.1,0
youmi broas noodle,g,,4.2,380,9.8,68.1,0
maatjesharing met ui 4 stuks,g,,16,170,11.5,0.7,0
nasi kuning,g,,2.3,113,2.3,20.4,0
gegrild gehakt sambal,g,,15.1,291,22.2,7.5,0
ni beef sirloin steak,g,,21.6,201,12.7,0,0
lang grof,g,,8.7,219,1.3,41,0
milk chocolate coins,g,,6.1,521,28,60,0
nxt level whey isolate strawberry,g,,87,398,4,3.4,0
drenthe kosterworst,g,,31,452,35,3,0
mueslibol xl,g,,8.9,305,6,50.9,0
zoete aardappel salad rolls,g,,7.8,160,8.8,9.8,0
white chocolate protein bar,g,,40.5,385,13.1,24.6,0
varken saucijs 2 stuks te gebruiken t/m 10.09.2025,g,,17.2,278,22.8,0.8,0
snijbonen (vriesvers),g,,1.9,22,0,2,0
spitzkohl geschnitten,g,,3,42,1,4,0
kipworstjes,g,,21.5,134,4.5,1.7,0
daging rendang,g,,6.5,140,5.1,17,0
gekruide gepaneerde gehaktschnitzel,g,,12.6,285,18.6,16.5,0
bouillonblokjes kip jannine voegt gwoono smaak toe,g,,5.4,276.5,10.6,39.2,0
nightprotein,g,,87.7,366.8,0.9,3.1,0
fix smaki świata kurczak po szanghajsku,g,,7.8,309,7,67,0
hamburger mager,g,,17.9,213,14.5,2.8,0
jumbo macaroni,g,,3.9,117.6,3.2,17.6,0
pro fruit gel blueberry,g,,0.2,148.3,0,36.7,0
oosterse kip,g,,5.8,314,1.7,68,0
stampot hutspot (hollandse keuken),g,,3.8,93,4.2,9.2,0
saucisses poulet halal,g,,11.1,170,12.7,2.8,0
pindakaas - sport,g,,30,605,48,12,0
japanese veg,g,,1.7,32,0.1,4.8,0
saimin,g,,10.6,474,23.2,55.7,0
esn flavor powder black and white cookie samdwich,g,,6.7,322,12,31,0
protein oatmeal replacement,g,,31.1,362.5,12,30.7,0
kipfilet halal,g,,60,404,8,20,0
ovengebakken schouderham,g,,20,129,5.3,0.5,0
hollandse geitenkaas 50+ jong belegen,g,,21.7,390,33.3,0,0
vegan bron van eiwitten plantaardige burger govega,g,,9.7,209,14,9.1,0
fix spaghetti bolognese extra ziołowe,g,,8.2,323,2.4,64,0
whey delicious pistachio,g,,79.1,403.1,7.1,5.2,0
filet american mager slagershuys,g,,13.8,185,13.3,2.5,0
manderijn partjes op sap,g,,0.8,44,0.1,9.5,0
gerookte ontbijtspek,g,,19,283,23,0,0
paaseitjes,g,,5.7,536,31.2,56,0
mini tompouce chocolade hazelnoot,g,,5.2,386,24,36,0
iliada olive oil,ml,,0,823,91,0,0
scharrel kippenbouten,g,,19,182,12,0,0
soof- rose,g,,0,27,0,6.6,0
tony&quot;s chocolonely,g,,7.7,545,33,52,0
salade de fruits pommes melon ananas et myrtille,g,,0.6,49,0.1,10.4,0
"gekookte rode kool, runder hachee met gegrilde uienringen en aardappelpuree",g,,3.5,91,3.1,11.4,0
vis ovenschotel met tomaat,g,,9.5,88,3.3,4.8,0
boemboe ajam smoor,g,,2.6,389,19.2,50.5,0
vaandel,g,,10.6,220,11.7,17.1,0
luxe kerstschnitte,g,,2.9,269,12.7,35.8,0
rustieke stokbroden,g,,8.2,243,1.2,49.1,0
jumbo ongebrande walnoten,g,,15.9,706,68.1,5.1,0
yoghurt snack aardbei,g,,2.6,88,3.1,12.1,0
kerstballen choco,g,,5.6,517,28,59.8,0
sweet chilisaus 0%,ml,,0,9,0,0,0
chocolade repen melkvulling,g,,7.7,559,35,53,0
fruitspread aardbei/rabarber,g,,0.5,105,0.2,23,0
roerbak noesel chili,g,,10.2,133.2,2.9,15.5,0
luxe witte bollen,g,,9.7,289,5.5,46.9,0
arabic bread pita,g,,11,238,7.2,30,0
breekbroodjes wit,g,,9.4,254,1.8,48,0
smeltjus,g,,0.5,260,28,2.1,0
soft nougat caramel,g,,2.3,409,9.6,78,0
prettig gestoorde pasta pesto,g,,7.3,173,8.1,16.9,0
witte chocolade delicata,g,,8,549,33,55,0
tapas toast,g,,11,412,7.5,74,0
protiplan bar caramel crisp,g,,33.3,344.4,14,24.4,0
mino krieltjes gyros,g,,1.9,82,0.1,17.1,0
slaving gemarineerd,g,,13.1,307,26.3,4.1,0
aardappel gratin met kaas,g,,3.6,133,7.6,11.9,0
pangasius filet kerrie,g,,17,121,5.7,0.8,0
bami goreng (aziatische keuken),g,,6,165,6.5,20,0
"babaan, appel, zuivel",g,,1,73,1,14.6,0
roasted tandoori chicken dices,g,,23,136,3,4.2,0
pão de deus misto,g,,9,281,9.6,39,0
frozen shrimp,g,,14.4,62.3,0.5,1,0
chocolate almond selection,g,,9.9,572,37.4,47.9,0
uien poeder,g,,0.5,150,0.5,0.5,0
tuinkruiden strooibouillon,g,,0.5,5,0.5,0.5,0
russish eisalade,g,,2.5,190,15,11,0
zachte bruine meergranenbroodjes,g,,14,270.8,6.1,38,0
teriyaki sauce,g,,2.7,154,0,35.2,0
hollandse biefstuk,g,,22,113,2.2,1,0
protein chips paprika,g,,40,362,10.2,19.6,0
komkommer rauwkost,g,,0.9,212,19.2,5.7,0
granola appel/rozijn,g,,10,319,7,55,0
chocolade kerstmix,g,,6.6,490,23,63,0
italiaanse toast knoflook,g,,11,410,7.7,73,0
dipmix cocktail,g,,6.9,310,4.2,61.5,0
zeewier sesam,g,,7.6,402,7.8,74,0
spaghe ay potato sticks paprika flavour j-score db,g,,5.7,504,29,53,0
vanille smaak dubbels,g,,5.5,458.0,15.1,74.8,0
protein oat meal,g,,31.1,362.6,12,30.7,0
roasted oolong milk tea,g,,0.9,88,3.3,13.6,0
pâtée au poulet,g,,16,340,17,30,0
carrot care,g,,0.7,44,0.3,9.4,0
half wit tarwebrood (casino),g,,8.3,245.7,0.9,49.7,0
soepballen,g,,12.3,277,22.3,6.6,0
salted pretzels,g,,13,402,8.2,68,0
biologische pure chocoladereep 72%,g,,8.3,572,43.2,30.8,0
ladessa likkepot,g,,6.2,262,24,5.3,0
schelp broodjes,g,,9.7,280,2.8,52.2,0
sausage roll gluten free,g,,8.8,328,21,25,0
gluten free croissants,g,,5.7,418.3,26.8,37.7,0
roomboter spritsen,g,,6.1,522,29.1,57.7,0
goudse 48+ extra belegen,g,,25,395,33,0,0
redefine meat,g,,12,188,12,5.1,0
fuji mix,g,,11.5,381,0.9,80.6,0
soja nut coockie,g,,8.6,394,3.8,79.6,0
wholemeal tagliatelle,g,,12.5,351,2.4,66.3,0
aardappelen vastkoken ah,g,,2,88,0,19,0
stamppot andijvie,g,,5.3,171,6.5,18.2,0
bami schijven airfryer en oven,g,,5.1,195,4.8,31.9,0
protein bar 50% smak brownie,g,,50,364,9.9,28,0
jumbo chicken bites,g,,12.5,269,20.7,7.9,0
american nature rundvlees,g,,22,115,3,0,0
cabau protein bar,g,,32,378,11,28,0
ossenhaas puntjes,g,,22.6,110,2.2,0.5,0
salto's paprika,g,,3.2,517,27.5,62.8,0
heineken can 0.0%,g,,0,21,0,4.8,0
fusilloni 6 colori,g,,11.8,366,1.6,76,0
haribo- mäkké červiky s cukrom 80g,g,,6.8,362,0.5,82,0
japanse bollenmix,g,,11,430,12,68,0
whey proteïne shake,g,,75,390,5,11,0
melkchocolade napolitains,g,,6.2,545,32,56,0
zaanlander komijn 35+,g,,26,284,20,0,0
oven baked naturel,g,,5.9,442,13,73,0
panettone mini,g,,6.2,362.5,13.8,51.2,0
midi gevulde koeken,g,,6,396.7,14,60,0
dolce gusto macchiato,ml,,1.9,39,1.9,3.6,0
gemengde sla met komkommersalade en wortelselderij prei,g,,1.2,175,16.1,5.7,0
choco caramel ice cream,g,,3.8,257,11.5,33.9,0
romige pasta zalm courgette,g,,4.7,98.5,3.2,12,0
ongezouten  hazelnoten,g,,15,699,64,11,0
rookkaas 45 plus,g,,21,319.1,25,3,0
stokbrood klein met desem,g,,7.5,249,0.8,51,0
goudse komijn kaas,g,,25.4,404,33,0.3,0
groene curry jumbo,g,,8.5,151,5.4,16.6,0
saucisse poivrée de rotin et jambon,g,,14,176,10,8,0
tomaten crèmesoep,ml,,1.3,51,1.7,7.4,0
bonen soep,ml,,3,66.8,1.4,9.8,0
appel kruimel koeken,g,,3.6,402,11.6,70.1,0
zoete aardappel blokjes knoflooksmaak,g,,1.9,114,4.1,15,0
kruidige jamkalaya,g,,3.6,100,3.3,13,0
half bruin speltbrood,g,,10,275,4.6,46,0
flat iron steak,g,,20.3,129,5.2,0.4,0
roerbakgroente italiaans diepvries,g,,1.1,24,0.3,3.2,0
mosterd dille dip,g,,2.6,334,14,49.4,0
soupe jardinière,g,,0.8,27,0.2,4.8,0
rama salted,g,,0.5,530,59,0.5,0
mexicano classic,g,,13.1,227,15.7,7.9,0
saucijzen,g,,8.4,349,24.2,13.9,0
roerbak groenten chinees,g,,1.7,29,0.2,4,0
shiitake gesneden gedroogd,g,,0,0,0,0,0
filet americain xxl,g,,11.9,275,23.8,3.3,0
gevuld ei salade,g,,6.2,346,32,7.2,0
caffe latte,g,,21.4,428.6,18.6,41.4,0
altin ayicik,g,,7.1,330,0.1,75.2,0
nutmeg jam,g,,0,315.8,0,78.9,0
eiwit oats (pepernoot),g,,26.7,398.7,9.9,46.7,0
kip borrelhapjes sweet,g,,17.4,201,12.4,4.4,0
bollenmix gecoate pinda's,g,,10.6,437,15.5,62.5,0
gesneden peen en ui hutspot,g,,0.9,36,0.3,5.9,0
gezouten en gekruide rijstcrackers,g,,8,417,7.7,77.8,0
trio hummus winter,g,,6.1,194,12.6,9.9,0
tortilla 25cm,g,,8,296,7,49,0
plus cake plakjes,g,,6.6,402,19.6,49.5,0
witte bolletjes maanzaad,g,,10.3,289,6.0,46.9,0
marokkaanse kip maaltijdsalade,g,,5.8,138,7.4,10.9,0
oude kaas 30+,g,,33,310,20,0,0
chicken tikka wrap,g,,12.1,222.8,6.9,26.3,0
6 croissants,g,,9.1,344,16,38,0
gegrild gehakt met sambal,g,,15.1,291,22.2,7.5,0
lang lekker 3 tot 6 o vezels per 100 g bron van ve,g,,8.1,248,1,50.2,0
noodles αυγού,g,,5.2,141,1.1,27,0
erzincan tulum peyniri,g,,16.5,251,20,1.2,0
spaghetti original,g,,11,346,1.5,70,0
mix voor patat-frites aardappelen,g,,3.6,58,1.7,2.6,0
visbouillion,g,,14,175,8,11,0
stoofmix hachee maggi,g,,8.5,343,2.2,68.6,0
donkere chocolade,g,,8.7,587,43,35,0
zwarte peper en zout chips,g,,6.4,521,29.1,56.2,0
vegan stoofstukjes,g,,24.4,178,6.2,6,0
sjoko rondjes,g,,6,590,30,35,0
angus hamburger,g,,15.6,228,17.3,2.1,0
sourdough bread,g,,9.5,249.8,0.2,48.5,0
jong belegen kaas  48+,g,,22.7,370,29.9,0.5,0
spinazie feta borek,g,,6.6,254,12,29,0
makkie poké bowl kip teriyaki,g,,5.1,159,5.8,21,0
pandan voorgestoomd,g,,3.4,178,2.3,36,0
romige melk tablet,g,,6.9,549,33,55,0
wit speculaas,g,,6.8,540.9,31,58.4,0
mango blokjes,g,,0.6,66,0.2,14.3,0
rucola melange,g,,2.2,20,0.2,1.7,0
almond biscotti with chocolate,g,,8.4,448,20,60,0
boomstamburger,g,,11.9,308,21.2,16.9,0
kipborrelhapjes gekruid,g,,16.7,206,14.9,0.7,0
clear whey cn,g,,88,348,0,2.4,0
